track,family,version_index,release_date,model,source_dataset,protocol_group,n_rows,n_questions,accuracy,ce_rate,ie_rate,accuracy_pct,ce_rate_pct,ie_rate_pct,threshold
grok_version,grok,1,2025-06-10,"Grok 3 (xAI, 2025-06-10)",new_equiv_only_20260319,new_family_rerun,807,807,0.5675340768277571,0.22676579925650558,0.16728624535315986,56.753407682775716,22.676579925650557,16.728624535315987,0.8
grok_version,grok,2,2025-07-09,Grok 4 (xAI),existing_4842_hybrid,existing_latest_endpoint,807,807,0.5712515489467163,0.1412639405204461,0.2552664188351921,57.125154894671624,14.12639405204461,25.526641883519208,0.8
grok_version,grok,3,2025-11-19,"Grok 4.1 Fast Reasoning (xAI, 2025-11-19)",new_equiv_only_20260319,new_family_rerun,807,807,0.7125154894671624,0.09789343246592318,0.15117719950433706,71.25154894671624,9.789343246592317,15.117719950433706,0.8
grok_version,grok,4,2026-03-09,"Grok 4.20 Beta 0309 Reasoning (xAI, 2026-03-09)",new_equiv_only_20260319,new_family_rerun,807,807,0.7967781908302355,0.027261462205700124,0.14250309789343246,79.67781908302355,2.7261462205700124,14.250309789343246,0.8
llama_scale_version,llama,1,2024-04-18,"Llama 3 8B Instruct (OpenRouter, 2024-04-18)",new_equiv_only_20260319,new_family_rerun,807,807,0.38661710037174724,0.1734820322180917,0.38042131350681535,38.66171003717472,17.348203221809168,38.04213135068154,0.8
llama_scale_version,llama,2,2024-07-23,"Llama 3.1 8B Instruct (OpenRouter, 2024-07-23)",new_equiv_only_20260319,new_family_rerun,807,807,0.43742255266418834,0.13506815365551425,0.3469640644361834,43.74225526641883,13.506815365551425,34.696406443618336,0.8
llama_scale_version,llama,3,2024-12-06,"Llama 3.3 70B Instruct (OpenRouter, 2024-12-06)",new_equiv_only_20260319,new_family_rerun,807,807,0.5229244114002478,0.22676579925650558,0.18463444857496902,52.29244114002478,22.676579925650557,18.463444857496903,0.8
llama_scale_version,llama,4,2025-04-05,Llama 4 Maverick 17B (Groq),existing_4842_hybrid,existing_latest_endpoint,807,807,0.5241635687732342,0.20074349442379183,0.2094175960346964,52.41635687732342,20.074349442379184,20.941759603469638,0.8
qwen_scale_version,qwen,1,2024-09-16,"Qwen2.5 7B Instruct (OpenRouter, 2024-09-16)",new_equiv_only_20260319,new_family_rerun,807,807,0.45848822800495664,0.1895910780669145,0.29615861214374223,45.84882280049566,18.95910780669145,29.615861214374224,0.8
qwen_scale_version,qwen,2,2024-11-26,"Qwen2.5 72B Instruct (OpenRouter, 2024-11-26)",new_equiv_only_20260319,new_family_rerun,807,807,0.573729863692689,0.21685254027261464,0.15613382899628253,57.372986369268894,21.685254027261465,15.613382899628252,0.8
qwen_scale_version,qwen,3,2025-07-28,"Qwen3 30B A3B 2507 (OpenRouter, 2025-07-28)",new_equiv_only_20260319,new_family_rerun,807,807,0.5811648079306072,0.1809169764560099,0.18835192069392812,58.116480793060724,18.09169764560099,18.83519206939281,0.8
qwen_scale_version,qwen,4,2025-09-09,Qwen3 Next 80B (OpenRouter),existing_4842_hybrid,existing_latest_endpoint,807,807,0.6517967781908303,0.21685254027261464,0.08921933085501858,65.17967781908303,21.685254027261465,8.921933085501859,0.8
